id,basicwgt,statecensus,age,sex,race_ethnicity,educ,laborforce,industry,Occupation,educ_code
4.28E+14,4754.8843,AZ,73,Male,White,College,Not in labor force-retired,,-1,4
4.28E+14,3290.8545,AZ,64,Female,White,Some college,Employed-at work,Professional and business services,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3
4.28E+14,3309.7097,AZ,38,Female,Hispanic,Less than high school,Employed-at work,Wholesale and retail trade,Customer Service Representatives,1
4.29E+14,4258.5938,AZ,80,Male,White,College,Not in labor force-retired,,-1,4
4.29E+14,4246.7847,AZ,53,Female,White,Some college,Employed-at work,Information,General and Operations Managers,3
4.29E+14,,AZ,15,Female,White,Less than high school,Not in labor force-other,,-1,1
4.29E+14,5472.2837,AZ,17,Male,White,High school,Employed-at work,Leisure and hospitality,Other Entertainment Attendants and Related Workers,2
4.31E+14,3180.9922,AZ,66,Female,White,High school,Employed-at work,Other services,"Hairdressers, Hairstylists, and Cosmetologists",2
4.31E+14,5951.8833,AZ,27,Male,White,College,Employed-at work,Financial activities,"Securities, Commodities, and Financial Services Sales Agents",4
4.33E+14,3713.6409,AZ,72,Female,White,Advanced,Not in labor force-retired,,-1,5
4.33E+14,4189.0723,AZ,72,Male,White,Advanced,Not in labor force-retired,,-1,5
4.33E+14,4258.5938,AZ,78,Male,White,College,Not in labor force-retired,,-1,4
4.33E+14,3354.2942,AZ,75,Female,White,High school,Not in labor force-retired,,-1,2
4.33E+14,4642.5781,AZ,42,Male,White,High school,Employed-at work,Wholesale and retail trade,Customer Service Representatives,2
4.33E+14,3999.7578,AZ,43,Female,White,High school,Unemployed-looking,Educational and health services,Receptionists and Information Clerks,2
4.34E+14,3594.5864,AZ,30,Male,White,Advanced,Employed-at work,Financial activities,Compliance Officers,5
4.35E+14,4994.895,AZ,57,Male,White,Advanced,Employed-at work,Public administration,Lawyers,5
4.35E+14,3628.0808,AZ,59,Female,White,College,Employed-at work,Educational and health services,Registered Nurses,4
4.35E+14,5539.5308,AZ,23,Female,White,College,Employed-at work,Professional and business services,Mechanical Engineers,4
4.38E+14,5067.668,AZ,53,Male,White,High school,Not in labor force-retired,,-1,2
4.38E+14,,AZ,10,Male,Hispanic,,,,-1,NA
4.38E+14,,AZ,13,Female,Hispanic,,,,-1,NA
4.38E+14,,AZ,14,Male,White,,,,-1,NA
4.38E+14,5999.541,AZ,46,Male,White,High school,Not in labor force-other,,-1,2
4.38E+14,,AZ,54,Male,Hispanic,Some college,,,-1,3
4.41E+14,8044.6064,AZ,30,Male,Hispanic,Some college,Employed-at work,Professional and business services,Computer Programmers,3
4.41E+14,7347.4409,AZ,28,Female,Hispanic,Some college,Not in labor force-other,,-1,3
4.44E+14,4094.6042,AZ,34,Male,Hispanic,Some college,Employed-at work,Construction,Construction Laborers,3
4.44E+14,4145.0527,AZ,28,Female,Hispanic,Advanced,Not in labor force-other,,-1,5
4.44E+14,,AZ,4,Female,Hispanic,,,,-1,NA
4.44E+14,,AZ,6,Male,Hispanic,,,,-1,NA
4.45E+14,4205.2476,AZ,38,Male,Hispanic,Less than high school,Employed-at work,Construction,First-Line Supervisors of Construction Trades and Extraction Workers,1
4.45E+14,6036.4492,AZ,51,Male,Hispanic,Less than high school,Employed-at work,Professional and business services,Janitors and Building Cleaners,1
4.49E+14,3674.1907,AZ,55,Female,White,Some college,Employed-at work,Wholesale and retail trade,Retail Salespersons,3
4.52E+14,4306.6553,AZ,53,Female,White,Advanced,Employed-at work,Public administration,Licensed Practical and Licensed Vocational Nurses,5
4.52E+14,4689.7773,AZ,20,Female,Black,Some college,Employed-at work,Educational and health services,Nursing Assistants,3
4.52E+14,4689.7773,AZ,21,Female,Black,Some college,Employed-at work,Transportation and utilities,"Laborers and Freight, Stock, and Material Movers, Hand",3
4.52E+14,4299.3057,AZ,57,Female,White,Some college,Employed-at work,Educational and health services,Personal Care Aides,3
4.52E+14,5219.2202,AZ,59,Male,White,High school,Employed-at work,Educational and health services,Personal Care Aides,2
4.52E+14,,AZ,2,Female,White,,,,-1,NA
4.52E+14,5227.6533,AZ,37,Female,White,High school,Employed-at work,Wholesale and retail trade,Retail Salespersons,2
4.52E+14,5418.2407,AZ,36,Female,White,College,Not in labor force-disabled,,-1,4
4.52E+14,3651.6472,AZ,66,Female,White,High school,Not in labor force-disabled,,-1,2
4.52E+14,5026.0117,AZ,19,Female,Hispanic,Some college,Employed-at work,Educational and health services,Security Guards and Gambling Surveillance Officers,3
4.52E+14,4608.0801,AZ,20,Female,Hispanic,Some college,Employed-at work,Wholesale and retail trade,Customer Service Representatives,3
4.52E+14,5723.5215,AZ,20,Female,White,Some college,Unemployed-looking,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,3
4.53E+14,5604.0801,AZ,80,Female,Hispanic,Less than high school,Not in labor force-retired,,-1,1
4.64E+14,3351.3325,AZ,55,Female,White,Some college,Employed-at work,Professional and business services,Architectural and Civil Drafters,3
4.67E+14,3679.8013,AZ,36,Male,White,College,Employed-at work,Professional and business services,Computer Programmers,4
4.67E+14,3589.9546,AZ,33,Female,White,College,Employed-at work,Manufacturing,"Inspectors, Testers, Sorters, Samplers, and Weighers",4
4.67E+14,,AZ,0,Female,White,,,,-1,NA
4.72E+14,3499.1846,AZ,28,Male,White,Some college,Unemployed-looking,Transportation and utilities,"Laborers and Freight, Stock, and Material Movers, Hand",3
4.72E+14,4149.0273,AZ,26,Female,White,Some college,Employed-at work,Leisure and hospitality,Waiters and Waitresses,3
4.75E+14,6406.3091,AZ,25,Male,White,High school,Employed-at work,Wholesale and retail trade,Stockers and Order Fillers,2
4.75E+14,4982.4268,AZ,24,Female,Hispanic,High school,Employed-at work,Educational and health services,Receptionists and Information Clerks,2
4.75E+14,,AZ,5,Male,Hispanic,,,,-1,NA
4.75E+14,3323.1377,AZ,40,Female,Hispanic,Some college,Employed-at work,Financial activities,Customer Service Representatives,3
4.75E+14,,AZ,14,Male,Hispanic,,,,-1,NA
4.75E+14,3799.3162,AZ,16,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.75E+14,3560.5371,AZ,36,Male,Asian,Advanced,Employed-at work,Educational and health services,Other Physicians,5
4.75E+14,4317.3652,AZ,35,Female,Asian,College,Employed-at work,Construction,Accountants and Auditors,4
4.75E+14,,AZ,0,Female,Asian,,,,-1,NA
4.78E+14,5219.2202,AZ,55,Male,White,College,Employed-at work,Public administration,Network and Computer Systems Administrators,4
4.81E+14,6575.5098,AZ,22,Female,White,Some college,Employed-at work,Professional and business services,Paralegals and Legal Assistants,3
4.81E+14,4489.8027,AZ,44,Female,Hispanic,Less than high school,Employed-at work,Professional and business services,Maids and Housekeeping Cleaners,1
4.81E+14,4081.146,AZ,33,Male,Hispanic,Less than high school,Employed-at work,Professional and business services,Landscaping and Groundskeeping Workers,1
4.82E+14,4621.5942,AZ,43,Male,White,High school,Employed-at work,Financial activities,Credit Counselors and Loan Officers,2
4.82E+14,3904.1914,AZ,40,Female,White,High school,Employed-at work,Financial activities,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2
4.82E+14,5429.8418,AZ,31,Male,Hispanic,College,Employed-at work,Educational and health services,Medical Assistants,4
4.82E+14,5429.8418,AZ,31,Male,Hispanic,High school,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,2
4.84E+14,7918.23,AZ,27,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.84E+14,,AZ,4,Male,Hispanic,,,,-1,NA
4.84E+14,,AZ,6,Male,Hispanic,,,,-1,NA
4.91E+14,5047.2085,AZ,52,Male,White,Advanced,Employed-at work,Educational and health services,Education and Childcare Administrators ,5
4.96E+14,3550.7146,AZ,67,Female,White,Advanced,Employed-absent,Educational and health services,Postsecondary Teachers,5
5.07E+14,4145.0527,AZ,29,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
5.07E+14,4087.5476,AZ,40,Male,Hispanic,Less than high school,Employed-at work,Financial activities,"Maintenance and Repair Workers, General",1
5.07E+14,4305.957,AZ,52,Female,White,Some college,Employed-absent,Transportation and utilities,Postal Service Mail Carriers,3
5.07E+14,4942.8232,AZ,56,Female,White,College,Employed-at work,Educational and health services,Billing and Posting Clerks,4
5.07E+14,3571.7473,AZ,35,Female,White,Some college,Employed-at work,Educational and health services,Project Management Specialists,3
5.07E+14,,AZ,7,Male,White,,,,-1,NA
5.07E+14,,AZ,12,Male,White,,,,-1,NA
5.07E+14,3959.6218,AZ,55,Female,White,Some college,Employed-at work,Educational and health services,Medical Records Specialists,3
5.07E+14,5654.3276,AZ,60,Male,White,College,Employed-at work,Transportation and utilities,First-Line Supervisors of Production and Operating Workers,4
5.07E+14,5782.7739,AZ,57,Male,White,College,Employed-at work,Manufacturing,Other Designers,4
5.07E+14,4286.4946,AZ,50,Female,White,College,Employed-at work,Educational and health services,Registered Nurses,4
5.07E+14,6131.2715,AZ,22,Female,White,College,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,4
5.07E+14,5398.8135,AZ,65,Male,Hispanic,Some college,Employed-at work,Educational and health services,Human Resources Workers,3
5.07E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
5.10E+14,3232.1812,AZ,64,Female,White,High school,Not in labor force-retired,,-1,2
5.10E+14,5080.7827,AZ,34,Male,White,High school,Unemployed-looking,Other services,Cleaners of Vehicles and Equipment,2
5.10E+14,4295.7231,AZ,76,Male,White,College,Not in labor force-retired,,-1,4
5.10E+14,3455.0947,AZ,79,Female,White,High school,Not in labor force-retired,,-1,2
5.11E+14,5898.6074,AZ,24,Male,White,College,Employed-absent,Educational and health services,"Bus Drivers, School",4
5.11E+14,3354.2942,AZ,75,Female,White,Some college,Not in labor force-other,,-1,3
5.30E+14,3543.1399,AZ,25,Male,Asian,Some college,Employed-at work,Leisure and hospitality,Waiters and Waitresses,3
5.30E+14,4216.8032,AZ,25,Female,Hispanic,Some college,Not in labor force-other,,-1,3
5.40E+14,3851.855,AZ,28,Female,White,High school,Employed-at work,Financial activities,Real Estate Brokers and Sales Agents,2
5.40E+14,3825.7224,AZ,41,Male,Asian,High school,Employed-at work,Public administration,"Maintenance and Repair Workers, General",2
5.40E+14,,AZ,1,Male,Asian,,,,-1,NA
5.40E+14,,AZ,4,Female,Asian,,,,-1,NA
5.40E+14,3764.9802,AZ,80,Female,White,Some college,Not in labor force-retired,,-1,3
5.40E+14,5002.0864,AZ,76,Male,White,Some college,Not in labor force-retired,,-1,3
5.40E+14,5139.2759,AZ,33,Male,Asian,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
5.40E+14,4657.9243,AZ,25,Female,Asian,College,Unemployed-looking,Professional and business services,Paralegals and Legal Assistants,4
5.44E+14,3637.0684,AZ,41,Male,White,High school,Employed-at work,Manufacturing,Other Production Workers,2
5.44E+14,4059.9817,AZ,41,Female,White,High school,Employed-at work,Professional and business services,Human Resources Workers,2
5.44E+14,,AZ,0,Male,White,,,,-1,NA
5.44E+14,,AZ,8,Female,White,,,,-1,NA
5.44E+14,,AZ,15,Female,White,Less than high school,Not in labor force-other,,-1,1
5.45E+14,4379.2871,AZ,42,Female,Hispanic,College,Unemployed-looking,Professional and business services,"Interviewers, Except Eligibility and Loan",4
5.45E+14,6117.6899,AZ,40,Male,Hispanic,High school,Employed-at work,Financial activities,Credit Counselors and Loan Officers,2
5.45E+14,4853.188,AZ,16,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
5.45E+14,4181.3442,AZ,19,Male,Hispanic,Some college,Not in labor force-other,,-1,3
5.75E+14,4994.895,AZ,57,Male,White,College,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,4
5.84E+14,5907.8994,AZ,20,Male,White,High school,Unemployed-looking,Transportation and utilities,"Laborers and Freight, Stock, and Material Movers, Hand",2
5.84E+14,4768.1611,AZ,24,Female,Black,High school,Employed-at work,Educational and health services,Nursing Assistants,2
6.01E+14,6435.0229,AZ,20,Female,White,High school,Not in labor force-other,,-1,2
6.01E+14,5909.7754,AZ,23,Male,White,High school,Not in labor force-disabled,,-1,2
6.01E+14,,AZ,13,Male,White,,,,-1,NA
6.04E+14,3902.1106,AZ,37,Male,Hispanic,College,Employed-at work,Leisure and hospitality,Bartenders,4
6.04E+14,4586.5176,AZ,59,Female,White,College,Employed-at work,Construction,Accountants and Auditors,4
6.04E+14,5896.5977,AZ,79,Male,Hispanic,Some college,Not in labor force-retired,,-1,3
6.04E+14,4386.8359,AZ,80,Female,Hispanic,Some college,Not in labor force-retired,,-1,3
6.10E+14,3979.6689,AZ,54,Female,Hispanic,Some college,Employed-at work,Construction,Real Estate Brokers and Sales Agents,3
6.10E+14,4307.916,AZ,41,Male,White,Some college,Employed-at work,Professional and business services,Civil Engineers,3
6.10E+14,6235.1802,AZ,24,Male,Other,High school,Unemployed-looking,Wholesale and retail trade,Retail Salespersons,2
6.11E+14,3244.5266,AZ,63,Female,White,High school,Employed-absent,Educational and health services,Cooks,2
6.11E+14,4876.2837,AZ,65,Male,White,Less than high school,Not in labor force-other,,-1,1
6.11E+14,4258.5938,AZ,78,Male,White,College,Not in labor force-retired,,-1,4
6.11E+14,3354.2942,AZ,76,Female,White,Some college,Not in labor force-retired,,-1,3
6.11E+14,6224.2881,AZ,57,Male,White,High school,Employed-absent,Construction,"Drywall Installers, Ceiling Tile Installers, and Tapers",2
6.11E+14,4365.4399,AZ,52,Female,White,High school,Not in labor force-other,,-1,2
6.11E+14,4303.4912,AZ,42,Female,Hispanic,High school,Employed-at work,Other services,"Pressers, Textile, Garment, and Related Materials",2
6.11E+14,4608.0801,AZ,23,Female,Hispanic,High school,Employed-at work,Wholesale and retail trade,Cashiers,2
6.11E+14,,AZ,0,Female,Hispanic,,,,-1,NA
6.11E+14,5253.5518,AZ,29,Male,Hispanic,Some college,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,3
6.12E+14,3339.1333,AZ,79,Female,White,High school,Not in labor force-retired,,-1,2
6.12E+14,4239.3452,AZ,80,Male,White,High school,Not in labor force-retired,,-1,2
6.16E+14,4388.1494,AZ,20,Female,Asian,Some college,Employed-at work,Financial activities,Customer Service Representatives,3
6.16E+14,5206.4409,AZ,20,Male,Asian,Some college,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,3
6.29E+14,3138.8867,AZ,61,Female,Black,High school,Employed-at work,Information,Customer Service Representatives,2
6.29E+14,3168.4456,AZ,59,Male,Black,High school,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",2
6.29E+14,5963.665,AZ,31,Male,Black,High school,Employed-at work,Transportation and utilities,Customer Service Representatives,2
6.29E+14,4081.146,AZ,33,Male,Hispanic,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
6.29E+14,5307.2417,AZ,65,Female,Hispanic,High school,Employed-at work,Leisure and hospitality,Maids and Housekeeping Cleaners,2
6.29E+14,5693.7881,AZ,67,Male,Hispanic,High school,Employed-at work,Leisure and hospitality,Landscaping and Groundskeeping Workers,2
6.31E+14,5021.2573,AZ,33,Male,White,Some college,Employed-at work,Professional and business services,"Engineers, All Other",3
6.31E+14,4101.0449,AZ,28,Female,White,Some college,Employed-at work,Wholesale and retail trade,Customer Service Representatives,3
6.32E+14,3732.7991,AZ,71,Female,White,Advanced,Not in labor force-retired,,-1,5
6.40E+14,4299.3057,AZ,57,Female,White,College,Employed-at work,Professional and business services,Interior Designers,4
6.40E+14,3471.2273,AZ,74,Female,White,Some college,Not in labor force-other,,-1,3
6.40E+14,3679.8013,AZ,36,Male,White,Advanced,Employed-at work,Wholesale and retail trade,Retail Salespersons,5
6.40E+14,3638.9744,AZ,35,Female,White,College,Not in labor force-other,,-1,4
6.40E+14,,AZ,3,Male,White,,,,-1,NA
6.40E+14,,AZ,6,Female,White,,,,-1,NA
6.40E+14,,AZ,8,Male,White,,,,-1,NA
6.40E+14,4570.8516,AZ,59,Female,White,College,Not in labor force-disabled,,-1,4
6.40E+14,6458.3965,AZ,22,Female,White,Some college,Not in labor force-other,,-1,3
6.40E+14,4252.2646,AZ,28,Male,White,Some college,Employed-at work,Educational and health services,Emergency Medical Technicians,3
6.40E+14,4257.3945,AZ,30,Male,Asian,College,Employed-at work,Professional and business services,Computer Support Specialists,4
6.41E+14,3650.2844,AZ,66,Female,White,Less than high school,Not in labor force-retired,,-1,1
6.47E+14,5200.7739,AZ,44,Male,White,College,Employed-at work,Professional and business services,Landscape Architects,4
6.47E+14,5227.6533,AZ,39,Female,White,Advanced,Employed-at work,Educational and health services,Other Teachers and Instructors,5
6.47E+14,,AZ,8,Female,White,,,,-1,NA
6.47E+14,3959.6218,AZ,57,Female,White,College,Employed-at work,Leisure and hospitality,Food Service Managers,4
6.47E+14,3443.8535,AZ,19,Male,Hispanic,Less than high school,Employed-at work,Construction,Carpenters,1
6.47E+14,4321.8652,AZ,20,Male,Hispanic,Less than high school,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",1
6.47E+14,,AZ,12,Female,White,,,,-1,NA
6.47E+14,4134.6343,AZ,46,Female,Hispanic,Less than high school,Employed-at work,Educational and health services,Personal Care Aides,1
6.47E+14,6529.9043,AZ,50,Male,Hispanic,Less than high school,Employed-at work,Construction,Construction Laborers,1
6.47E+14,6092.3589,AZ,27,Male,Hispanic,High school,Employed-at work,Construction,Construction Laborers,2
6.47E+14,5124.2695,AZ,70,Male,White,Advanced,Not in labor force-retired,,-1,5
6.47E+14,3933.8584,AZ,69,Female,White,Advanced,Not in labor force-retired,,-1,5
6.52E+14,4629.4287,AZ,22,Male,Hispanic,Some college,Employed-at work,Financial activities,Insurance Claims and Policy Processing Clerks,3
6.52E+14,6278.6523,AZ,48,Male,Hispanic,Less than high school,Employed-at work,Construction,Carpenters,1
6.52E+14,4600.9585,AZ,48,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
6.52E+14,3965.4678,AZ,21,Male,Hispanic,High school,Not in labor force-other,,-1,2
6.52E+14,5405.2993,AZ,31,Male,Hispanic,Some college,Employed-at work,Transportation and utilities,"Inspectors, Testers, Sorters, Samplers, and Weighers",3
6.52E+14,4330.3511,AZ,29,Female,Hispanic,Some college,Not in labor force-other,,-1,3
6.52E+14,,AZ,4,Male,Hispanic,,,,-1,NA
6.52E+14,,AZ,6,Female,Hispanic,,,,-1,NA
6.52E+14,,AZ,8,Female,Hispanic,,,,-1,NA
6.52E+14,,AZ,10,Male,Hispanic,,,,-1,NA
6.52E+14,,AZ,12,Female,Hispanic,,,,-1,NA
6.52E+14,4853.188,AZ,16,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
6.52E+14,3569.5945,AZ,38,Male,White,College,Employed-at work,Manufacturing,Bakers,4
6.64E+14,3610.9138,AZ,41,Male,White,College,Employed-at work,Leisure and hospitality,"Managers, All Other",4
6.67E+14,4698.7822,AZ,60,Male,White,Less than high school,Employed-at work,Construction,Electricians,1
6.67E+14,5871.9468,AZ,21,Male,White,High school,Employed-at work,Professional and business services,Landscaping and Groundskeeping Workers,2
6.67E+14,3062.1318,AZ,63,Female,White,Advanced,Unemployed-looking,Educational and health services,Postsecondary Teachers,5
6.67E+14,3713.6409,AZ,71,Female,White,Some college,Not in labor force-retired,,-1,3
6.67E+14,4239.3452,AZ,76,Male,White,Advanced,Not in labor force-retired,,-1,5
6.79E+14,5264.8174,AZ,58,Female,Hispanic,High school,Employed-at work,Educational and health services,Fast Food and Counter Workers,2
6.79E+14,6905.772,AZ,61,Male,Hispanic,Less than high school,Employed-at work,Leisure and hospitality,Food Service Managers,1
6.84E+14,3694.7112,AZ,29,Male,Asian,High school,Employed-at work,Leisure and hospitality,Chefs and Head Cooks,2
6.93E+14,4795.6558,AZ,73,Male,Asian,College,Not in labor force-retired,,-1,4
6.93E+14,4127.6382,AZ,56,Female,Asian,High school,Employed-at work,Other services,Supervisors of Personal Care and Service Workers,2
6.93E+14,5799.0327,AZ,25,Male,Asian,Some college,Employed-at work,Other services,Automotive Service Technicians and Mechanics,3
6.93E+14,5799.0327,AZ,26,Male,Asian,Some college,Employed-at work,Construction,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,3
7.03E+14,3661.2021,AZ,26,Female,Hispanic,Some college,Employed-at work,Financial activities,"Office and Administrative Support Workers, All Other",3
7.03E+14,6292.7798,AZ,27,Male,Hispanic,Some college,Employed-at work,Educational and health services,"Counselors, All Other",3
7.03E+14,,AZ,0,Female,Hispanic,,,,-1,NA
7.03E+14,,AZ,4,Male,Hispanic,,,,-1,NA
7.03E+14,,AZ,6,Male,Hispanic,,,,-1,NA
7.04E+14,5883.064,AZ,23,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,5883.064,AZ,24,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,6348.4541,AZ,25,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,3533.5,AZ,26,Female,Black,Some college,Unemployed-looking,Financial activities,Insurance Claims and Policy Processing Clerks,3
7.04E+14,,AZ,3,Male,Black,,,,-1,NA
7.04E+14,,AZ,5,Male,Black,,,,-1,NA
7.04E+14,,AZ,9,Female,Black,,,,-1,NA
7.05E+14,5850.9365,AZ,32,Male,White,High school,Employed-at work,Construction,"Managers, All Other",2
7.06E+14,3286.2686,AZ,69,Female,White,Some college,Not in labor force-retired,,-1,3
7.06E+14,4208.0923,AZ,73,Male,White,High school,Not in labor force-retired,,-1,2
7.06E+14,4393.626,AZ,79,Female,White,College,Not in labor force-retired,,-1,4
7.06E+14,4195.6587,AZ,59,Female,Asian,Less than high school,Not in labor force-other,,-1,1
7.06E+14,6402.8125,AZ,22,Male,Asian,Some college,Employed-at work,Leisure and hospitality,Driver/Sales Workers and Truck Drivers,3
7.06E+14,4098.5645,AZ,65,Female,White,College,Employed-at work,Professional and business services,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4
7.06E+14,3888.1694,AZ,32,Male,White,Advanced,Unemployed-looking,Professional and business services,Elementary and Middle School Teachers,5
7.10E+14,3588.792,AZ,50,Male,Black,Advanced,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,5
7.10E+14,3629.8779,AZ,50,Female,Black,Some college,Employed-at work,Other services,"Sales and Related Workers, All Other",3
7.10E+14,4021.8308,AZ,24,Male,Black,College,Not in labor force-other,,-1,4
7.10E+14,4896.231,AZ,24,Female,Hispanic,Some college,Employed-at work,Educational and health services,Preschool and Kindergarten Teachers,3
7.10E+14,3759.718,AZ,29,Female,Hispanic,High school,Employed-at work,Information,"Bookkeeping, Accounting, and Auditing Clerks",2
7.10E+14,4710.3979,AZ,40,Female,White,Some college,Employed-at work,Financial activities,Customer Service Representatives,3
7.11E+14,3920.8972,AZ,25,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
7.11E+14,6000.2764,AZ,22,Female,White,High school,Not in labor force-other,,-1,2
7.11E+14,,AZ,6,Male,Hispanic,,,,-1,NA
7.11E+14,,AZ,15,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
7.11E+14,4299.3057,AZ,59,Female,White,Advanced,Employed-at work,Educational and health services,Social and Community Service Managers,5
7.11E+14,5718.1172,AZ,45,Male,White,College,Employed-absent,Transportation and utilities,Aircraft Pilots and Flight Engineers,4
7.11E+14,5871.9468,AZ,20,Male,White,Some college,Employed-at work,Educational and health services,"Other Engineering Technologists and Technicians, Except Drafters",3
7.11E+14,3855.9561,AZ,56,Female,White,College,Not in labor force-disabled,,-1,4
7.11E+14,4972.3188,AZ,56,Male,White,High school,Employed-at work,Manufacturing,Other Assemblers and Fabricators,2
7.11E+14,5514.4927,AZ,20,Female,White,High school,Employed-at work,Wholesale and retail trade,"Sales and Related Workers, All Other",2
7.40E+14,4276.3071,AZ,79,Male,White,High school,Not in labor force-retired,,-1,2
7.40E+14,6575.5098,AZ,23,Female,White,College,Employed-at work,Professional and business services,Management Analysts,4
7.40E+14,6188.4932,AZ,24,Male,White,College,Employed-at work,Manufacturing,"Production, Planning, and Expediting Clerks",4
7.40E+14,4068.481,AZ,64,Female,Hispanic,Some college,Employed-at work,Professional and business services,Legal Secretaries and Administrative Assistants,3
7.40E+14,3528.4956,AZ,28,Female,Hispanic,Some college,Employed-at work,Wholesale and retail trade,Cashiers,3
7.40E+14,5015.6558,AZ,30,Male,Hispanic,High school,Employed-at work,Public administration,Correctional Officers and Jailers,2
7.40E+14,3870.6414,AZ,31,Female,Hispanic,Some college,Employed-at work,Professional and business services,"Business Operations Specialists, All Other",3
7.40E+14,,AZ,13,Female,Hispanic,,,,-1,NA
7.40E+14,5308.2148,AZ,50,Female,Hispanic,Less than high school,Employed-at work,Leisure and hospitality,Food Preparation Workers,1
7.40E+14,4087.5476,AZ,42,Male,Hispanic,Less than high school,Employed-at work,Professional and business services,Janitors and Building Cleaners,1
7.40E+14,,AZ,11,Female,Hispanic,,,,-1,NA
7.40E+14,3614.1311,AZ,17,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
7.40E+14,3614.1311,AZ,19,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
7.40E+14,4676.8496,AZ,73,Female,Hispanic,Less than high school,Not in labor force-disabled,,-1,1
7.45E+14,3455.5376,AZ,71,Female,White,Some college,Not in labor force-retired,,-1,3
8.10E+14,4586.5332,AZ,50,Female,White,Some college,Employed-at work,Wholesale and retail trade,Management Analysts,3
8.10E+14,5258.8652,AZ,49,Male,White,Some college,Employed-at work,Professional and business services,Editors,3
8.10E+14,3983.5593,AZ,21,Male,White,Some college,Employed-at work,Wholesale and retail trade,Customer Service Representatives,3
8.10E+14,4010.3215,AZ,24,Male,Hispanic,High school,Employed-at work,Professional and business services,Pest Control Workers,2
8.11E+14,5400.0996,AZ,50,Female,Hispanic,Some college,Employed-at work,Educational and health services,Medical Assistants,3
8.11E+14,6140.9399,AZ,51,Male,Hispanic,High school,Employed-at work,Other services,Social and Community Service Managers,2
8.11E+14,4216.8032,AZ,29,Female,Hispanic,High school,Not in labor force-other,,-1,2
8.11E+14,,AZ,6,Male,White,,,,-1,NA
8.11E+14,4419.4272,AZ,28,Male,White,High school,Employed-at work,Transportation and utilities,Industrial Truck and Tractor Operators,2
8.12E+14,5276.5659,AZ,68,Male,White,Advanced,Not in labor force-retired,,-1,5
8.34E+14,4276.7246,AZ,30,Male,Asian,Advanced,Employed-at work,Financial activities,Market Research Analysts and Marketing Specialists,5
8.40E+14,3354.2942,AZ,80,Female,White,Some college,Not in labor force-retired,,-1,3
8.45E+14,3533.4231,AZ,32,Male,White,Some college,Employed-at work,Wholesale and retail trade,Sales Managers,3
8.45E+14,3851.855,AZ,29,Female,White,College,Employed-at work,Financial activities,"Claims Adjusters, Appraisers, Examiners, and Investigators",4
9.01E+14,4801.1431,AZ,51,Male,White,College,Employed-absent,Transportation and utilities,Aircraft Pilots and Flight Engineers,4
9.01E+14,9668.0195,AZ,49,Female,Asian,Advanced,Not in labor force-other,,-1,5
9.01E+14,3455.0947,AZ,75,Female,White,Advanced,Not in labor force-retired,,-1,5
9.01E+14,4393.7168,AZ,74,Male,White,Advanced,Not in labor force-retired,,-1,5
9.01E+14,4948.0166,AZ,37,Female,Hispanic,Some college,Not in labor force-other,,-1,3
9.01E+14,5546.0601,AZ,37,Male,Hispanic,Less than high school,Employed-at work,Construction,Electricians,1
9.01E+14,,AZ,1,Male,Hispanic,,,,-1,NA
9.01E+14,,AZ,7,Male,Hispanic,,,,-1,NA
9.01E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
9.01E+14,,AZ,15,Female,Hispanic,High school,Not in labor force-other,,-1,2
9.02E+14,3638.9744,AZ,36,Female,White,College,Not in labor force-other,,-1,4
